CountryofLiving,fob_social,fob_stores,fob_curfew,sob_social,sob_stores,sob_curfew,perceivedreaction,govtrust,govfact,react_pub_appr,perceivedeffectivnes
United States,Yes,Yes,No,35,25,15,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,100,82,69,The reaction is not at all sufficient,Somewhat trust,Somewhat truthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,50,66,25,The reaction is not at all sufficient,Neither trust nor distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,80,70,30,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Neither effective nor ineffective
United States,Yes,Yes,Yes,62,57,45,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,Yes,85,50,50,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,70,50,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,75,50,50,The reaction is appropriate,Neither trust nor distrust,Somewhat truthful,The reaction is appropriate,Very effective
United States,Yes,Yes,No,30,30,10,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,73,53,26,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,69,64,58,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,73,53,44,The reaction is appropriate,Somewhat distrust,Somewhat truthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,Yes,75,70,60,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,30,30,The reaction is somewhat too extreme,Strongly distrust,Somewhat truthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,Yes,70,40,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,61,50,25,The reaction is not at all sufficient,Strongly distrust,Very truthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,63,37,12,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,No,61,51,25,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,81,56,51,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,65,30,35,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,60,67,67,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,58,47,34,The reaction is somewhat insufficient,Somewhat trust,Neither truthful nor untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,80,80,60,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,60,57,29,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,59,48,49,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,65,57,41,The reaction is not at all sufficient,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,67,46,43,The reaction is not at all sufficient,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is not at all sufficient,Not effective
United States,Yes,Yes,Yes,49,52,31,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,69,67,42,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,55,79,36,The reaction is appropriate,Somewhat trust,Neither truthful nor untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,No,70,50,50,The reaction is somewhat too extreme,Neither trust nor distrust,Somewhat truthful,The reaction is much too extreme,Effective
United States,Yes,Yes,Yes,62,45,45,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,32,24,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,80,80,80,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,50,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,50,30,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,75,75,50,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,50,70,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Not at all effective
United States,Yes,Yes,Yes,60,60,65,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,73,84,60,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,55,33,16,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,No,No,66,59,20,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,53,50,57,The reaction is much too extreme,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Not at all effective
United States,Yes,Yes,Yes,65,70,65,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,51,46,46,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,67,80,25,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,No,56,50,40,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,77,66,73,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Neither effective nor ineffective
United States,Yes,Yes,No,62,90,77,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,51,53,40,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,77,55,40,The reaction is not at all sufficient,Somewhat trust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,70,50,25,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,20,18,The reaction is not at all sufficient,Strongly distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,53,51,24,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,61,45,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,75,65,29,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,60,40,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,83,84,82,The reaction is appropriate,Somewhat trust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,50,50,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,70,80,50,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,50,33,24,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,Yes,80,70,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,Yes,78,18,29,The reaction is appropriate,Somewhat distrust,Neither truthful nor untruthful,The reaction is somewhat too extreme,Neither effective nor ineffective
United States,Yes,Yes,No,51,38,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Neither effective nor ineffective
United States,Yes,Yes,Yes,50,49,31,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,25,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,30,30,The reaction is not at all sufficient,Neither trust nor distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,51,55,53,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,55,57,57,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,75,75,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,59,40,5,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat truthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,51,53,26,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,68,60,36,The reaction is not at all sufficient,Somewhat trust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,7,72,69,The reaction is much too extreme,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is much too extreme,Effective
United States,Yes,Yes,No,70,45,19,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,65,40,40,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,60,25,The reaction is not at all sufficient,Strongly distrust,Somewhat truthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,71,72,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,25,10,6,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,No,56,39,5,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,71,82,71,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,82,50,1,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,25,25,1,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,66,49,61,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,40,30,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,70,50,30,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,50,60,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,52,38,15,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,65,55,54,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,98,45,100,The reaction is not at all sufficient,Neither trust nor distrust,Very untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,80,28,22,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,75,61,62,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,40,10,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,54,74,61,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,82,74,56,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,80,80,80,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,No,62,51,38,The reaction is much too extreme,Somewhat distrust,Very untruthful,The reaction is much too extreme,Effective
United States,Yes,Yes,No,65,50,26,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,68,48,51,The reaction is not at all sufficient,Strongly distrust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,75,78,75,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,34,10,1,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,50,40,40,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,61,51,39,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,No,No,74,78,66,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,30,20,10,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,32,32,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,40,18,19,The reaction is not at all sufficient,Neither trust nor distrust,Very truthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,75,65,45,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,100,100,100,The reaction is somewhat insufficient,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,100,100,100,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,71,72,51,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Very effective
United States,Yes,Yes,No,60,55,17,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,40,17,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,75,75,70,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,87,62,62,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,48,33,40,The reaction is not at all sufficient,Somewhat trust,Neither truthful nor untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,83,79,59,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,51,51,16,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,Yes,40,50,25,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,Yes,80,30,31,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,75,40,25,The reaction is somewhat insufficient,Somewhat distrust,Very truthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,41,33,26,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,84,82,50,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,100,85,85,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,60,80,80,The reaction is not at all sufficient,Strongly distrust,Somewhat truthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,Yes,66,60,40,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,69,63,65,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,49,23,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,50,50,15,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,70,50,70,The reaction is not at all sufficient,Strongly distrust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,81,49,1,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat too extreme,Neither effective nor ineffective
United States,Yes,No,No,70,40,30,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,76,84,60,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Neither effective nor ineffective
United States,Yes,Yes,No,94,87,66,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,82,72,8,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,50,30,10,The reaction is not at all sufficient,Strongly distrust,Somewhat truthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,89,89,76,The reaction is somewhat insufficient,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,81,61,61,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,100,50,50,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,66,58,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,70,50,51,The reaction is appropriate,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,83,27,35,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,61,50,17,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,65,60,45,The reaction is not at all sufficient,Strongly trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,70,70,70,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,54,47,41,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,50,44,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,64,50,The reaction is not at all sufficient,Somewhat trust,Neither truthful nor untruthful,The reaction is not at all sufficient,Not at all effective
United States,Yes,Yes,Yes,75,85,90,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,60,54,50,The reaction is appropriate,Somewhat distrust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,95,95,95,The reaction is somewhat insufficient,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,75,50,25,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,100,100,100,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Very effective
United States,Yes,Yes,No,51,54,14,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Neither effective nor ineffective
United States,Yes,Yes,No,61,75,10,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,40,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,70,40,20,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,60,45,20,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,Yes,55,22,15,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,51,50,50,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,69,39,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,56,36,17,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,45,33,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,70,65,60,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,43,45,77,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,100,75,50,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,76,48,17,The reaction is appropriate,Somewhat trust,Very truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,30,20,20,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,No,63,23,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,100,70,68,The reaction is somewhat insufficient,Somewhat trust,Neither truthful nor untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,60,65,60,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,40,56,8,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,54,38,38,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,74,75,75,The reaction is appropriate,Somewhat trust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,72,82,75,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,66,69,67,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,81,68,3,The reaction is somewhat too extreme,Somewhat distrust,Very truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,67,55,47,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,No,75,79,50,The reaction is appropriate,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,80,80,80,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,50,40,35,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,40,30,18,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,50,40,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,66,66,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,89,34,1,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,80,54,72,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,35,33,12,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,60,65,59,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,40,45,35,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,50,24,5,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,49,53,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,Yes,60,55,30,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,77,59,52,The reaction is appropriate,Strongly trust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,100,100,1,The reaction is somewhat insufficient,Somewhat distrust,Neither truthful nor untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,50,50,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,No,70,80,50,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,82,86,89,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,Yes,40,20,10,The reaction is somewhat insufficient,Somewhat trust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,95,85,75,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,71,51,49,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,90,51,51,The reaction is somewhat too extreme,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,85,50,50,The reaction is somewhat insufficient,Strongly distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,No,No,No,50,10,0,The reaction is much too extreme,Somewhat distrust,Somewhat truthful,The reaction is much too extreme,Neither effective nor ineffective
United States,Yes,Yes,No,60,52,26,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
